creek,location,date,fish,observer,comments
Adobe,e_finley_rd,2014-03-12,0,Smythe,NA
Adobe,e_finley_rd,2014-03-12,0,Smythe,NA
Adobe,soda_bay_rd,2014-03-12,0,Harty,"Clear, slow; netting on east side of bridge"
Adobe,bell_hill_rd,2014-03-10,0,Devoto,NA
Adobe,bell_hill_rd,2014-03-10,0,Devoto,"difficult passage upstream, channel narrow and steep"
Adobe,merrit_rd,2014-03-10,40,Scully,One fish much larger and more brownish-orange color:               maybe a sucker?
Adobe,bell_hill_rd,2014-03-10,10,Scully,Fish on upstream side of road
Adobe,scully_meadow,2014-03-10,0,Scully,NA
Adobe,bell_hill_rd,2014-03-08,0,Scully,much water
Adobe,soda_bay_rd,2014-03-08,60,Windrem,below bridge; also about 100 suckers in two schools
Adobe,soda_bay_rd,2014-03-08,60,Windrem,Below Perez bridge; also 60+/- suckers plus 40+/-               suckers upstream from Soda Bay Rd; hitch swimming in a pinwheel;               suckers actively spawning and stirring up silt; one dead hitch below               Soda Bay Rd bridge
Adobe,e_finley_rd,2014-03-08,0,Windrem,NA
Adobe,e_finley_rd,2014-03-07,0,Smythe,"visibility 1', 2 GB herons"
Adobe,e_finley_rd,2014-03-07,0,Smythe,"visibility 1', 2 GB herons"
Adobe,manning_br,2014-03-06,NA,Manning,2 osprey and activity in creek; hitch being eaten               by a heron
Adobe,e_finley_rd,2014-03-05,0,Smythe,"Visibility <4"", high flow"
Adobe,e_finley_rd,2014-03-05,0,Smythe,"Visibility <4"", high flow"
Adobe,bell_hill_rd,2014-03-04,0,Scully,much water
Adobe,clear_lake,2014-03-03,1,Manning,"one dead hitch on bank, many herons and mergansers               fishing up and down creek"
Adobe,bell_hill_rd,2014-02-24,0,Scully,little water
Adobe,bell_hill_rd,2014-02-23,0,Scully,little water
Adobe,soda_bay_rd,2015-03-16,0,Murphy,many herons but no fish
Adobe,soda_bay_rd,2015-03-13,30,Schaver,"downstream from road bridge, under farm bridge; flow               getting low with 4-5 inch riffles between pools"
Adobe,soda_bay_rd,2015-03-12,35,Schaver,under branches in deep hole upstream from road bridge
Adobe,merrit_rd,2015-03-05,0,Stevenson,low flow
Adobe,e_finley_rd,2015-03-05,0,Stevenson,low flow
Adobe,soda_bay_rd,2015-03-05,0,Stevenson,low flow
Adobe,e_finley_rd,2015-02-25,100,Smythe,NA
Adobe,soda_bay_rd,2015-02-23,30,Windrem,75' upstream from bridge; hugging west bank under               cover
Adobe,manning_br,2015-02-23,0,Windrem,"2 buzzrds, low flow"
Adobe,merrit_rd,2015-02-22,50,Moorhead,NA
Adobe,soda_bay_rd,2015-02-21,25,Smythe,NA
Adobe,highland_springs_dam,2015-02-20,0,Murphy,murky
Adobe,soda_bay_rd,2015-02-20,NA,Ryan,NA
Adobe,soda_bay_rd,2015-02-20,25,Smythe,NA
Adobe,bell_hill_rd,2015-02-16,6,Lowrie,Sacramento suckers
Adobe,merrit_rd,2015-02-13,NA,Ryan,Sacramento suckers seen
Adobe,bell_hill_rd,2015-02-13,NA,Ryan,Sacramento suckers seen
Adobe,e_finley_rd,2016-03-23,0,Logsdon,"water mostly clear, no birds"
Adobe,bell_hill_rd,2016-03-19,100,Logsdon,"water clear and swift, 12 turkey vultures"
Adobe,soda_bay_rd,2016-03-18,0,Harty,water murky
Adobe,merrit_rd,2016-03-06,0,Logsdon,"water murky, almost over road, 1 mallard"
Adobe,soda_bay_rd,2016-02-21,0,Murphy,NA
Adobe,soda_bay_rd,2016-02-16,300,Ryan,NA
Adobe,e_finley_rd,2016-02-12,0,Smythe,NA
Adobe,soda_bay_rd,2017-03-23,0,Murphy,NA
Adobe,e_finley_rd,2017-03-16,100,Murphy,NA
Adobe,soda_bay_rd,2017-03-16,200,Murphy,CDFW netting in progress
Adobe,e_finley_rd,2017-03-15,100,Murphy,NA
Adobe,soda_bay_rd,2017-03-15,6,Murphy,NA
Adobe,bell_hill_rd,2017-03-14,1000,Lowrie,eggs drying out above low water crossing
Adobe,e_finley_rd,2017-03-14,100,Murphy,absolutely no bird activity
Adobe,e_finley_rd,2017-03-13,40,Murphy,NA
Adobe,NA,2017-03-13,30,Hodge,NA
Adobe,merrit_rd,2017-03-12,100,Scully,NA
Adobe,bell_hill_rd,2017-03-12,100,Lowrie,"hundreds of hitch, will soon be stranded up the Highland Creek fork"
Adobe,soda_bay_rd,2017-03-11,100,Windrem,milling around
Adobe,bell_hill_rd,2017-03-10,15,Lowrie,"fish were laying along the rocks in the
shallow slow water near the edge in large numbers. Ten or fifteen at a
time. A few in the morning but by the afternoon the numbers had
increased. Didn't see the golden hue on the sides of the fish."
Adobe,bell_hill_rd,2017-03-10,12,Windrem,osprey have been catching fish for a week
Adobe,bell_hill_rd,2017-03-10,50,Windrem,NA
Adobe,bell_hill_rd,2017-02-26,NA,Lowrie,"The last two days the osprey have been
taking fish from Adobe Creek above and below Bell Hill Crossing. The
fish are about 10"" with a sharp dorsal fin, rather like a shark. They
looked more silver than the gold hue I see on the carp but the distance
was too far to be sure."
Adobe,merrit_rd,2017-02-14,0,Windrem,"about 20 Sacramento suckers: it seemed they
were working their way upstream and were being replaced by others. The
water is still murky, so visibility was impaired. They were actively
spawning. An one point, a cloud of eggs and sperm boiled up from where
they were swirling about and floated downstream.They are
beautiful fish during the spawning run. Their golden sides with the
dark reddish stripe from nose to tail are dramatic. I've not seen a
photograph of them anywhere that does justice to their beauty during
this time. There's a great opportunity for a nature photographer."
Adobe,e_finley_rd,2018-04-25,30,Ewing,NA
Adobe,bell_hill_rd,2018-04-24,20,Lowrie,There were about 20 mature fish about a hundred yards               above Bell Hill. I saw no fish from there to above the confluence               with Highland Creek about 200 yards.
Adobe,e_finley_rd,2018-04-20,0,Windrem,Clear water
Adobe,e_finley_rd,2018-04-01,100,Windrem,moving upstream; no spawning activity
Adobe,bell_hill_rd,2018-04-01,100,Feyrer,also a few suckers
Adobe,e_finley_rd,2018-03-31,100,Windrem,moving upstream; no spawning activity
Adobe,soda_bay_rd,2018-03-30,100,Murphy,NA
Adobe,e_finley_rd,2018-03-30,100,Murphy,NA
Adobe,soda_bay_rd,2018-03-29,300,Ewing,NA
Adobe,bell_hill_rd,2018-03-28,12,Windrem,NA
Adobe,soda_bay_rd,2018-03-28,250,Ewing,NA
Adobe,e_finley_rd,2018-03-28,25,Ewing,NA
Adobe,merrit_rd,2018-03-28,0,Windrem,100's of suckers; beautiful; spawning
Adobe,bell_hill_rd,2018-03-28,50,Windrem,first hitch seen in this season
Adobe,merrit_rd,2018-03-27,0,Windrem,100's of suckers spawning; beautiful
Adobe,bell_hill_rd,2018-03-27,50,Windrem,below culverts; first hitch seen
Adobe,soda_bay_rd,2018-03-26,0,Windrem,too murky to see
Adobe,soda_bay_rd,2018-03-25,0,Windrem,NA
Adobe,merrit_rd,2018-03-17,0,Windrem,Al Moorhead reports osprey catches small fish in creek
Adobe,e_finley_rd,2018-03-17,0,Windrem,water murky; too dark to see fish
Adobe,merrit_rd,2018-03-16,0,Windrem,Al Moorhead reports osprey with fish
Adobe,e_finley_rd,2018-03-16,0,Windrem,Water murky; too dark to see
